replicate;Group;Relative_abundance;Time;Island
90;Milleporids;5.12;Previous;TRE
90;Mass_corals;0;Previous;TRE
90;Zoanthids;9.1;Previous;TRE
90;Octocorals;13;Previous;TRE
91;Algal_turf;47.61;Previous;TRE
91;Macroalgae;8.02;Previous;TRE
91;Enc_calcar;10.4;Previous;TRE
91;Sponges;12.93;Previous;TRE
91;Milleporids;11.26;Previous;TRE
91;Mass_corals;1.12;Previous;TRE
91;Zoanthids;0;Previous;TRE
91;Octocorals;8.66;Previous;TRE
92;Algal_turf;60.6;Previous;TRE
92;Macroalgae;14.76;Previous;TRE
92;Enc_calcar;0;Previous;TRE
92;Sponges;15.31;Previous;TRE
92;Milleporids;0;Previous;TRE
92;Mass_corals;9.34;Previous;TRE
92;Zoanthids;0;Previous;TRE
92;Octocorals;-0.01;Previous;TRE
93;Algal_turf;40.64;Previous;TRE
93;Macroalgae;27.17;Previous;TRE
93;Enc_calcar;0;Previous;TRE
93;Sponges;6.45;Previous;TRE
93;Milleporids;0;Previous;TRE
93;Mass_corals;7.28;Previous;TRE
93;Zoanthids;9.86;Previous;TRE
93;Octocorals;8.6;Previous;TRE
94;Algal_turf;29.67;Previous;TRE
94;Macroalgae;0;Previous;TRE
94;Enc_calcar;22.11;Previous;TRE
94;Sponges;11.78;Previous;TRE
94;Milleporids;9.49;Previous;TRE
94;Mass_corals;0;Previous;TRE
94;Zoanthids;18.3;Previous;TRE
94;Octocorals;8.65;Previous;TRE
95;Algal_turf;61.14;Previous;TRE
95;Macroalgae;0;Previous;TRE
95;Enc_calcar;6.31;Previous;TRE
95;Sponges;10.25;Previous;TRE
95;Milleporids;0;Previous;TRE
95;Mass_corals;0;Previous;TRE
95;Zoanthids;14.22;Previous;TRE
95;Octocorals;8.08;Previous;TRE
96;Algal_turf;20.32;Previous;TRE
96;Macroalgae;30.07;Previous;TRE
96;Enc_calcar;0;Previous;TRE
96;Sponges;0;Previous;TRE
96;Milleporids;15.16;Previous;TRE
96;Mass_corals;11.57;Previous;TRE
96;Zoanthids;19.9;Previous;TRE
96;Octocorals;2.98;Previous;TRE
97;Algal_turf;69.78;Previous;TRE
97;Macroalgae;0.51;Previous;TRE
97;Enc_calcar;0;Previous;TRE
97;Sponges;10.69;Previous;TRE
97;Milleporids;9.08;Previous;TRE
97;Mass_corals;0.85;Previous;TRE
97;Zoanthids;7.04;Previous;TRE
97;Octocorals;2.05;Previous;TRE
98;Algal_turf;64.11;Previous;TRE
98;Macroalgae;0;Previous;TRE
98;Enc_calcar;1.38;Previous;TRE
98;Sponges;0;Previous;TRE
98;Milleporids;4.58;Previous;TRE
98;Mass_corals;1.23;Previous;TRE
98;Zoanthids;26.74;Previous;TRE
98;Octocorals;1.96;Previous;TRE
99;Algal_turf;54.24;Previous;TRE
99;Macroalgae;0;Previous;TRE
99;Enc_calcar;19.36;Previous;TRE
99;Sponges;8.16;Previous;TRE
99;Milleporids;0;Previous;TRE
99;Mass_corals;6.53;Previous;TRE
99;Zoanthids;0;Previous;TRE
99;Octocorals;11.71;Previous;TRE
100;Algal_turf;33.96;Previous;TRE
100;Macroalgae;0;Previous;TRE
100;Enc_calcar;5.59;Previous;TRE
100;Sponges;0;Previous;TRE
100;Milleporids;10.5;Previous;TRE
100;Mass_corals;0;Previous;TRE
100;Zoanthids;0;Previous;TRE
100;Octocorals;49.95;Previous;TRE
101;Algal_turf;35.2;Previous;TRE
101;Macroalgae;0;Previous;TRE
101;Enc_calcar;14.91;Previous;TRE
101;Sponges;17.5;Previous;TRE
101;Milleporids;1.89;Previous;TRE
101;Mass_corals;0;Previous;TRE
101;Zoanthids;0;Previous;TRE
101;Octocorals;30.5;Previous;TRE
102;Algal_turf;40.92;Previous;TRE
102;Macroalgae;17.37;Previous;TRE
102;Enc_calcar;11.77;Previous;TRE
102;Sponges;0;Previous;TRE
102;Milleporids;3.16;Previous;TRE
102;Mass_corals;0;Previous;TRE
102;Zoanthids;21.46;Previous;TRE
102;Octocorals;5.32;Previous;TRE
103;Algal_turf;33.57;Previous;TRE
103;Macroalgae;27.76;Previous;TRE
103;Enc_calcar;19.98;Previous;TRE
103;Sponges;7.92;Previous;TRE
103;Milleporids;0;Previous;TRE
103;Mass_corals;0;Previous;TRE
103;Zoanthids;10.78;Previous;TRE
103;Octocorals;-0.01;Previous;TRE
104;Algal_turf;33.27;Previous;TRE
104;Macroalgae;22.07;Previous;TRE
104;Enc_calcar;4.39;Previous;TRE
104;Sponges;0;Previous;TRE
104;Milleporids;10.44;Previous;TRE
104;Mass_corals;2.69;Previous;TRE
104;Zoanthids;26;Previous;TRE
104;Octocorals;1.14;Previous;TRE
105;Algal_turf;49.29;Previous;TRE
105;Macroalgae;5.72;Previous;TRE
105;Enc_calcar;8.7;Previous;TRE
105;Sponges;0;Previous;TRE
105;Milleporids;0;Previous;TRE
105;Mass_corals;0;Previous;TRE
105;Zoanthids;22.4;Previous;TRE
105;Octocorals;13.89;Previous;TRE
106;Algal_turf;46.19;Previous;TRE
106;Macroalgae;11.38;Previous;TRE
106;Enc_calcar;0;Previous;TRE
106;Sponges;17.77;Previous;TRE
106;Milleporids;2.64;Previous;TRE
106;Mass_corals;5.97;Previous;TRE
106;Zoanthids;3.41;Previous;TRE
106;Octocorals;12.64;Previous;TRE
107;Algal_turf;37.18;Previous;TRE
107;Macroalgae;0;Previous;TRE
107;Enc_calcar;7.98;Previous;TRE
107;Sponges;17.72;Previous;TRE
107;Milleporids;15.05;Previous;TRE
107;Mass_corals;5.97;Previous;TRE
107;Zoanthids;11.08;Previous;TRE
107;Octocorals;5.02;Previous;TRE
108;Algal_turf;1.76;Previous;TRE
108;Macroalgae;0;Previous;TRE
108;Enc_calcar;0;Previous;TRE
108;Sponges;39.53;Previous;TRE
108;Milleporids;0;Previous;TRE
108;Mass_corals;0;Previous;TRE
108;Zoanthids;0;Previous;TRE
108;Octocorals;58.71;Previous;TRE
109;Algal_turf;38.95;Previous;TRE
109;Macroalgae;30.43;Previous;TRE
109;Enc_calcar;0;Previous;TRE
109;Sponges;4.43;Previous;TRE
109;Milleporids;13.66;Previous;TRE
109;Mass_corals;3.93;Previous;TRE
109;Zoanthids;0;Previous;TRE
109;Octocorals;8.6;Previous;TRE
110;Algal_turf;73.81;Previous;TRE
110;Macroalgae;0;Previous;TRE
110;Enc_calcar;2.21;Previous;TRE
110;Sponges;16.95;Previous;TRE
110;Milleporids;0;Previous;TRE
110;Mass_corals;7.03;Previous;TRE
110;Zoanthids;0;Previous;TRE
110;Octocorals;0;Previous;TRE
111;Algal_turf;17.55;Previous;TRE
111;Macroalgae;28.7;Previous;TRE
111;Enc_calcar;9.13;Previous;TRE
111;Sponges;14.99;Previous;TRE
111;Milleporids;0;Previous;TRE
111;Mass_corals;4.96;Previous;TRE
111;Zoanthids;19.27;Previous;TRE
111;Octocorals;5.4;Previous;TRE
112;Algal_turf;72.81;Previous;TRE
112;Macroalgae;9.29;Previous;TRE
112;Enc_calcar;0;Previous;TRE
112;Sponges;0.09;Previous;TRE
112;Milleporids;12.94;Previous;TRE
112;Mass_corals;1.14;Previous;TRE
112;Zoanthids;3.74;Previous;TRE
112;Octocorals;-0.01;Previous;TRE
113;Algal_turf;3.16;Previous;TRE
113;Macroalgae;18.82;Previous;TRE
113;Enc_calcar;0;Previous;TRE
113;Sponges;0;Previous;TRE
113;Milleporids;20.82;Previous;TRE
113;Mass_corals;2.24;Previous;TRE
113;Zoanthids;37.91;Previous;TRE
113;Octocorals;17.05;Previous;TRE
114;Algal_turf;40.5;Previous;TRE
114;Macroalgae;0;Previous;TRE
114;Enc_calcar;5.03;Previous;TRE
114;Sponges;0.51;Previous;TRE
114;Milleporids;1.66;Previous;TRE
114;Mass_corals;1.58;Previous;TRE
114;Zoanthids;38.18;Previous;TRE
114;Octocorals;12.54;Previous;TRE
115;Algal_turf;54.98;Previous;TRE
115;Macroalgae;0;Previous;TRE
115;Enc_calcar;0;Previous;TRE
115;Sponges;0.78;Previous;TRE
115;Milleporids;10.6;Previous;TRE
115;Mass_corals;9.98;Previous;TRE
115;Zoanthids;9.75;Previous;TRE
115;Octocorals;13.91;Previous;TRE
116;Algal_turf;56.63;Previous;TRE
116;Macroalgae;0;Previous;TRE
116;Enc_calcar;8.4;Previous;TRE
116;Sponges;5.29;Previous;TRE
116;Milleporids;0;Previous;TRE
116;Mass_corals;9.41;Previous;TRE
116;Zoanthids;20.26;Previous;TRE
116;Octocorals;0.01;Previous;TRE
117;Algal_turf;43.81;Previous;TRE
117;Macroalgae;5.44;Previous;TRE
117;Enc_calcar;8;Previous;TRE
117;Sponges;20.64;Previous;TRE
117;Milleporids;3.39;Previous;TRE
117;Mass_corals;6.51;Previous;TRE
117;Zoanthids;0;Previous;TRE
117;Octocorals;12.21;Previous;TRE
118;Algal_turf;43.44;Previous;TRE
118;Macroalgae;27.82;Previous;TRE
118;Enc_calcar;5.76;Previous;TRE
118;Sponges;0;Previous;TRE
118;Milleporids;0;Previous;TRE
118;Mass_corals;0.8;Previous;TRE
118;Zoanthids;0;Previous;TRE
118;Octocorals;22.18;Previous;TRE
119;Algal_turf;26.62;Previous;TRE
119;Macroalgae;18.97;Previous;TRE
119;Enc_calcar;0;Previous;TRE
119;Sponges;8.77;Previous;TRE
119;Milleporids;22.96;Previous;TRE
119;Mass_corals;5.18;Previous;TRE
119;Zoanthids;17.5;Previous;TRE
119;Octocorals;0;Previous;TRE
120;Algal_turf;14.41;Previous;TRE
120;Macroalgae;0;Previous;TRE
120;Enc_calcar;26.46;Previous;TRE
120;Sponges;0.54;Previous;TRE
120;Milleporids;22.17;Previous;TRE
120;Mass_corals;3.66;Previous;TRE
120;Zoanthids;15.38;Previous;TRE
120;Octocorals;17.38;Previous;TRE
1;Algal_turf;0;Current;ESC
1;Macroalgae;10;Current;ESC
1;Enc_calcar;90;Current;ESC
1;Sponges;0;Current;ESC
1;Milleporids;0;Current;ESC
1;Mass_corals;0;Current;ESC
1;Zoanthids;0;Current;ESC
1;Octocorals;0;Current;ESC
1;Ascidians;0;Current;ESC
1;Polychaeta;0;Current;ESC
1;Crinoids;0;Current;ESC
1;Urchin;0;Current;ESC
1;Mollusc_shells;0;Current;ESC
1;Bryozoa;0;Current;ESC
1;Hydrozoa;0;Current;ESC
1;Anthozoa;0;Current;ESC
1;NI;0;Current;ESC
2;Algal_turf;20;Current;ESC
2;Macroalgae;0;Current;ESC
2;Enc_calcar;6.7;Current;ESC
2;Sponges;0;Current;ESC
2;Milleporids;40;Current;ESC
2;Mass_corals;13.3;Current;ESC
2;Zoanthids;0;Current;ESC
2;Octocorals;0;Current;ESC
2;Ascidians;0;Current;ESC
2;Polychaeta;0;Current;ESC
2;Crinoids;0;Current;ESC
2;Urchin;10;Current;ESC
2;Mollusc_shells;10;Current;ESC
2;Bryozoa;0;Current;ESC
2;Hydrozoa;0;Current;ESC
2;Anthozoa;0;Current;ESC
2;NI;0;Current;ESC
3;Algal_turf;10;Current;ESC
3;Macroalgae;0;Current;ESC
3;Enc_calcar;3.3;Current;ESC
3;Sponges;0;Current;ESC
3;Milleporids;36.7;Current;ESC
3;Mass_corals;16.7;Current;ESC
3;Zoanthids;0;Current;ESC
3;Octocorals;0;Current;ESC
3;Ascidians;0;Current;ESC
3;Polychaeta;0;Current;ESC
3;Crinoids;0;Current;ESC
3;Urchin;6.7;Current;ESC
3;Mollusc_shells;26.7;Current;ESC
3;Bryozoa;0;Current;ESC
3;Hydrozoa;0;Current;ESC
3;Anthozoa;0;Current;ESC
3;NI;0;Current;ESC
4;Algal_turf;0;Current;ESC
4;Macroalgae;3.3;Current;ESC
4;Enc_calcar;33.3;Current;ESC
4;Sponges;0;Current;ESC
4;Milleporids;0;Current;ESC
4;Mass_corals;3.3;Current;ESC
4;Zoanthids;0;Current;ESC
4;Octocorals;16.7;Current;ESC
4;Ascidians;0;Current;ESC
4;Polychaeta;0;Current;ESC
4;Crinoids;0;Current;ESC
4;Urchin;0;Current;ESC
4;Mollusc_shells;43.3;Current;ESC
4;Bryozoa;0;Current;ESC
4;Hydrozoa;0;Current;ESC
4;Anthozoa;0;Current;ESC
4;NI;0;Current;ESC
5;Algal_turf;70;Current;ESC
5;Macroalgae;0;Current;ESC
5;Enc_calcar;26.7;Current;ESC
5;Sponges;0;Current;ESC
5;Milleporids;0;Current;ESC
5;Mass_corals;0;Current;ESC
5;Zoanthids;0;Current;ESC
5;Octocorals;0;Current;ESC
5;Ascidians;3.3;Current;ESC
5;Polychaeta;0;Current;ESC
5;Crinoids;0;Current;ESC
5;Urchin;0;Current;ESC
5;Mollusc_shells;0;Current;ESC
5;Bryozoa;0;Current;ESC
5;Hydrozoa;0;Current;ESC
5;Anthozoa;0;Current;ESC
5;NI;0;Current;ESC
6;Algal_turf;46.7;Current;ESC
6;Macroalgae;10;Current;ESC
6;Enc_calcar;23.3;Current;ESC
6;Sponges;0;Current;ESC
6;Milleporids;0;Current;ESC
6;Mass_corals;0;Current;ESC
6;Zoanthids;0;Current;ESC
6;Octocorals;20;Current;ESC
6;Ascidians;0;Current;ESC
6;Polychaeta;0;Current;ESC
6;Crinoids;0;Current;ESC
6;Urchin;0;Current;ESC
6;Mollusc_shells;0;Current;ESC
6;Bryozoa;0;Current;ESC
6;Hydrozoa;0;Current;ESC
6;Anthozoa;0;Current;ESC
6;NI;0;Current;ESC
7;Algal_turf;30;Current;ESC
7;Macroalgae;20;Current;ESC
7;Enc_calcar;30;Current;ESC
7;Sponges;0;Current;ESC
7;Milleporids;0;Current;ESC
7;Mass_corals;0;Current;ESC
7;Zoanthids;0;Current;ESC
7;Octocorals;0;Current;ESC
7;Ascidians;20;Current;ESC
7;Polychaeta;0;Current;ESC
7;Crinoids;0;Current;ESC
7;Urchin;0;Current;ESC
7;Mollusc_shells;0;Current;ESC
7;Bryozoa;0;Current;ESC
7;Hydrozoa;0;Current;ESC
7;Anthozoa;0;Current;ESC
7;NI;0;Current;ESC
8;Algal_turf;10;Current;ESC
8;Macroalgae;0;Current;ESC
8;Enc_calcar;86.7;Current;ESC
8;Sponges;0;Current;ESC
8;Milleporids;0;Current;ESC
8;Mass_corals;0;Current;ESC
8;Zoanthids;0;Current;ESC
8;Octocorals;0;Current;ESC
8;Ascidians;0;Current;ESC
8;Polychaeta;0;Current;ESC
8;Crinoids;0;Current;ESC
8;Urchin;3.3;Current;ESC
8;Mollusc_shells;0;Current;ESC
8;Bryozoa;0;Current;ESC
8;Hydrozoa;0;Current;ESC
8;Anthozoa;0;Current;ESC
8;NI;0;Current;ESC
9;Algal_turf;86.7;Current;ESC
9;Macroalgae;6.7;Current;ESC
9;Enc_calcar;0;Current;ESC
9;Sponges;0;Current;ESC
9;Milleporids;0;Current;ESC
9;Mass_corals;0;Current;ESC
9;Zoanthids;0;Current;ESC
9;Octocorals;6.7;Current;ESC
9;Ascidians;0;Current;ESC
9;Polychaeta;0;Current;ESC
9;Crinoids;0;Current;ESC
9;Urchin;0;Current;ESC
9;Mollusc_shells;0;Current;ESC
9;Bryozoa;0;Current;ESC
9;Hydrozoa;0;Current;ESC
9;Anthozoa;0;Current;ESC
9;NI;0;Current;ESC
10;Algal_turf;0;Current;ESC
10;Macroalgae;0;Current;ESC
10;Enc_calcar;0;Current;ESC
10;Sponges;0;Current;ESC
10;Milleporids;0;Current;ESC
10;Mass_corals;3.3;Current;ESC
10;Zoanthids;0;Current;ESC
10;Octocorals;0;Current;ESC
10;Ascidians;0;Current;ESC
10;Polychaeta;0;Current;ESC
10;Crinoids;0;Current;ESC
10;Urchin;0;Current;ESC
10;Mollusc_shells;96.7;Current;ESC
10;Bryozoa;0;Current;ESC
10;Hydrozoa;0;Current;ESC
10;Anthozoa;0;Current;ESC
10;NI;0;Current;ESC
11;Algal_turf;30;Current;ESC
11;Macroalgae;6.7;Current;ESC
11;Enc_calcar;16.7;Current;ESC
11;Sponges;0;Current;ESC
11;Milleporids;0;Current;ESC
11;Mass_corals;0;Current;ESC
11;Zoanthids;0;Current;ESC
11;Octocorals;30;Current;ESC
11;Ascidians;3.3;Current;ESC
11;Polychaeta;0;Current;ESC
11;Crinoids;0;Current;ESC
11;Urchin;0;Current;ESC
11;Mollusc_shells;13.3;Current;ESC
11;Bryozoa;0;Current;ESC
11;Hydrozoa;0;Current;ESC
11;Anthozoa;0;Current;ESC
11;NI;0;Current;ESC
12;Algal_turf;90;Current;ESC
12;Macroalgae;0;Current;ESC
12;Enc_calcar;10;Current;ESC
12;Sponges;0;Current;ESC
12;Milleporids;0;Current;ESC
12;Mass_corals;0;Current;ESC
12;Zoanthids;0;Current;ESC
12;Octocorals;0;Current;ESC
12;Ascidians;0;Current;ESC
12;Polychaeta;0;Current;ESC
12;Crinoids;0;Current;ESC
12;Urchin;0;Current;ESC
12;Mollusc_shells;0;Current;ESC
12;Bryozoa;0;Current;ESC
12;Hydrozoa;0;Current;ESC
12;Anthozoa;0;Current;ESC
12;NI;0;Current;ESC
13;Algal_turf;50;Current;ESC
13;Macroalgae;6.7;Current;ESC
13;Enc_calcar;16.7;Current;ESC
13;Sponges;3.3;Current;ESC
13;Milleporids;0;Current;ESC
13;Mass_corals;0;Current;ESC
13;Zoanthids;0;Current;ESC
13;Octocorals;23.3;Current;ESC
13;Ascidians;0;Current;ESC
13;Polychaeta;0;Current;ESC
13;Crinoids;0;Current;ESC
13;Urchin;0;Current;ESC
13;Mollusc_shells;0;Current;ESC
13;Bryozoa;0;Current;ESC
13;Hydrozoa;0;Current;ESC
13;Anthozoa;0;Current;ESC
13;NI;0;Current;ESC
14;Algal_turf;73.3;Current;ESC
14;Macroalgae;0;Current;ESC
14;Enc_calcar;0;Current;ESC
14;Sponges;3.3;Current;ESC
14;Milleporids;0;Current;ESC
14;Mass_corals;0;Current;ESC
14;Zoanthids;0;Current;ESC
14;Octocorals;23.3;Current;ESC
14;Ascidians;0;Current;ESC
14;Polychaeta;0;Current;ESC
14;Crinoids;0;Current;ESC
14;Urchin;0;Current;ESC
14;Mollusc_shells;0;Current;ESC
14;Bryozoa;0;Current;ESC
14;Hydrozoa;0;Current;ESC
14;Anthozoa;0;Current;ESC
14;NI;0;Current;ESC
15;Algal_turf;63.3;Current;ESC
15;Macroalgae;0;Current;ESC
15;Enc_calcar;33.3;Current;ESC
15;Sponges;3.3;Current;ESC
15;Milleporids;0;Current;ESC
15;Mass_corals;0;Current;ESC
15;Zoanthids;0;Current;ESC
15;Octocorals;0;Current;ESC
15;Ascidians;0;Current;ESC
15;Polychaeta;0;Current;ESC
15;Crinoids;0;Current;ESC
15;Urchin;0;Current;ESC
15;Mollusc_shells;0;Current;ESC
15;Bryozoa;0;Current;ESC
15;Hydrozoa;0;Current;ESC
15;Anthozoa;0;Current;ESC
15;NI;0;Current;ESC
16;Algal_turf;36.7;Current;ESC
16;Macroalgae;40;Current;ESC
16;Enc_calcar;0;Current;ESC
16;Sponges;6.7;Current;ESC
16;Milleporids;0;Current;ESC
16;Mass_corals;0;Current;ESC
16;Zoanthids;0;Current;ESC
16;Octocorals;13.3;Current;ESC
16;Ascidians;3.3;Current;ESC
16;Polychaeta;0;Current;ESC
16;Crinoids;0;Current;ESC
16;Urchin;0;Current;ESC
16;Mollusc_shells;0;Current;ESC
16;Bryozoa;0;Current;ESC
16;Hydrozoa;0;Current;ESC
16;Anthozoa;0;Current;ESC
16;NI;0;Current;ESC
17;Algal_turf;0;Current;ESC
17;Macroalgae;3.3;Current;ESC
17;Enc_calcar;70;Current;ESC
17;Sponges;0;Current;ESC
17;Milleporids;0;Current;ESC
17;Mass_corals;0;Current;ESC
17;Zoanthids;0;Current;ESC
17;Octocorals;13.3;Current;ESC
17;Ascidians;0;Current;ESC
17;Polychaeta;0;Current;ESC
17;Crinoids;0;Current;ESC
17;Urchin;13.3;Current;ESC
17;Mollusc_shells;0;Current;ESC
17;Bryozoa;0;Current;ESC
17;Hydrozoa;0;Current;ESC
17;Anthozoa;0;Current;ESC
17;NI;0;Current;ESC
18;Algal_turf;13.3;Current;ESC
18;Macroalgae;63.3;Current;ESC
18;Enc_calcar;0;Current;ESC
18;Sponges;3.3;Current;ESC
18;Milleporids;0;Current;ESC
18;Mass_corals;0;Current;ESC
18;Zoanthids;0;Current;ESC
18;Octocorals;0;Current;ESC
18;Ascidians;20;Current;ESC
18;Polychaeta;0;Current;ESC
18;Crinoids;0;Current;ESC
18;Urchin;0;Current;ESC
18;Mollusc_shells;0;Current;ESC
18;Bryozoa;0;Current;ESC
18;Hydrozoa;0;Current;ESC
18;Anthozoa;0;Current;ESC
18;NI;0;Current;ESC
19;Algal_turf;3.3;Current;ESC
19;Macroalgae;20;Current;ESC
19;Enc_calcar;70;Current;ESC
19;Sponges;0;Current;ESC
19;Milleporids;0;Current;ESC
19;Mass_corals;6.7;Current;ESC
19;Zoanthids;0;Current;ESC
19;Octocorals;0;Current;ESC
19;Ascidians;0;Current;ESC
19;Polychaeta;0;Current;ESC
19;Crinoids;0;Current;ESC
19;Urchin;0;Current;ESC
19;Mollusc_shells;0;Current;ESC
19;Bryozoa;0;Current;ESC
19;Hydrozoa;0;Current;ESC
19;Anthozoa;0;Current;ESC
19;NI;0;Current;ESC
20;Algal_turf;0;Current;ESC
20;Macroalgae;33.3;Current;ESC
20;Enc_calcar;43.3;Current;ESC
20;Sponges;0;Current;ESC
20;Milleporids;0;Current;ESC
20;Mass_corals;0;Current;ESC
20;Zoanthids;0;Current;ESC
20;Octocorals;20;Current;ESC
20;Ascidians;3.3;Current;ESC
20;Polychaeta;0;Current;ESC
20;Crinoids;0;Current;ESC
20;Urchin;0;Current;ESC
20;Mollusc_shells;0;Current;ESC
20;Bryozoa;0;Current;ESC
20;Hydrozoa;0;Current;ESC
20;Anthozoa;0;Current;ESC
20;NI;0;Current;ESC
21;Algal_turf;16.7;Current;ESC
21;Macroalgae;60;Current;ESC
21;Enc_calcar;6.7;Current;ESC
21;Sponges;0;Current;ESC
21;Milleporids;0;Current;ESC
21;Mass_corals;0;Current;ESC
21;Zoanthids;0;Current;ESC
21;Octocorals;3.3;Current;ESC
21;Ascidians;0;Current;ESC
21;Polychaeta;0;Current;ESC
21;Crinoids;0;Current;ESC
21;Urchin;0;Current;ESC
21;Mollusc_shells;0;Current;ESC
21;Bryozoa;13.3;Current;ESC
21;Hydrozoa;0;Current;ESC
21;Anthozoa;0;Current;ESC
21;NI;0;Current;ESC
22;Algal_turf;10;Current;ESC
22;Macroalgae;46.7;Current;ESC
22;Enc_calcar;20;Current;ESC
22;Sponges;0;Current;ESC
22;Milleporids;0;Current;ESC
22;Mass_corals;0;Current;ESC
22;Zoanthids;0;Current;ESC
22;Octocorals;13.3;Current;ESC
22;Ascidians;10;Current;ESC
22;Polychaeta;0;Current;ESC
22;Crinoids;0;Current;ESC
22;Urchin;0;Current;ESC
22;Mollusc_shells;0;Current;ESC
22;Bryozoa;0;Current;ESC
22;Hydrozoa;0;Current;ESC
22;Anthozoa;0;Current;ESC
22;NI;0;Current;ESC
23;Algal_turf;13.3;Current;ESC
23;Macroalgae;50;Current;ESC
23;Enc_calcar;36.7;Current;ESC
23;Sponges;0;Current;ESC
23;Milleporids;0;Current;ESC
23;Mass_corals;0;Current;ESC
23;Zoanthids;0;Current;ESC
23;Octocorals;0;Current;ESC
23;Ascidians;0;Current;ESC
23;Polychaeta;0;Current;ESC
23;Crinoids;0;Current;ESC
23;Urchin;0;Current;ESC
23;Mollusc_shells;0;Current;ESC
23;Bryozoa;0;Current;ESC
23;Hydrozoa;0;Current;ESC
23;Anthozoa;0;Current;ESC
23;NI;0;Current;ESC
24;Algal_turf;0;Current;ESC
24;Macroalgae;50;Current;ESC
24;Enc_calcar;26.7;Current;ESC
24;Sponges;0;Current;ESC
24;Milleporids;0;Current;ESC
24;Mass_corals;0;Current;ESC
24;Zoanthids;0;Current;ESC
24;Octocorals;23.3;Current;ESC
24;Ascidians;0;Current;ESC
24;Polychaeta;0;Current;ESC
24;Crinoids;0;Current;ESC
24;Urchin;0;Current;ESC
24;Mollusc_shells;0;Current;ESC
24;Bryozoa;0;Current;ESC
24;Hydrozoa;0;Current;ESC
24;Anthozoa;0;Current;ESC
24;NI;0;Current;ESC
25;Algal_turf;66.7;Current;ESC
25;Macroalgae;0;Current;ESC
25;Enc_calcar;6.7;Current;ESC
25;Sponges;3.3;Current;ESC
25;Milleporids;0;Current;ESC
25;Mass_corals;0;Current;ESC
25;Zoanthids;0;Current;ESC
25;Octocorals;0;Current;ESC
25;Ascidians;13.3;Current;ESC
25;Polychaeta;0;Current;ESC
25;Crinoids;0;Current;ESC
25;Urchin;0;Current;ESC
25;Mollusc_shells;10;Current;ESC
25;Bryozoa;0;Current;ESC
25;Hydrozoa;0;Current;ESC
25;Anthozoa;0;Current;ESC
25;NI;0;Current;ESC
26;Algal_turf;73.3;Current;ESC
26;Macroalgae;0;Current;ESC
26;Enc_calcar;10;Current;ESC
26;Sponges;10;Current;ESC
26;Milleporids;0;Current;ESC
26;Mass_corals;0;Current;ESC
26;Zoanthids;0;Current;ESC
26;Octocorals;0;Current;ESC
26;Ascidians;6.7;Current;ESC
