replicate;Group;Relative_abundance;Time;Island
26;Polychaeta;0;Current;ESC
26;Crinoids;0;Current;ESC
26;Urchin;0;Current;ESC
26;Mollusc_shells;0;Current;ESC
26;Bryozoa;0;Current;ESC
26;Hydrozoa;0;Current;ESC
26;Anthozoa;0;Current;ESC
26;NI;0;Current;ESC
27;Algal_turf;76.7;Current;ESC
27;Macroalgae;0;Current;ESC
27;Enc_calcar;13.3;Current;ESC
27;Sponges;3.3;Current;ESC
27;Milleporids;0;Current;ESC
27;Mass_corals;0;Current;ESC
27;Zoanthids;0;Current;ESC
27;Octocorals;0;Current;ESC
27;Ascidians;0;Current;ESC
27;Polychaeta;0;Current;ESC
27;Crinoids;0;Current;ESC
27;Urchin;0;Current;ESC
27;Mollusc_shells;6.7;Current;ESC
27;Bryozoa;0;Current;ESC
27;Hydrozoa;0;Current;ESC
27;Anthozoa;0;Current;ESC
27;NI;0;Current;ESC
28;Algal_turf;70;Current;ESC
28;Macroalgae;23.3;Current;ESC
28;Enc_calcar;0;Current;ESC
28;Sponges;3.3;Current;ESC
28;Milleporids;0;Current;ESC
28;Mass_corals;0;Current;ESC
28;Zoanthids;0;Current;ESC
28;Octocorals;0;Current;ESC
28;Ascidians;0;Current;ESC
28;Polychaeta;0;Current;ESC
28;Crinoids;0;Current;ESC
28;Urchin;0;Current;ESC
28;Mollusc_shells;3.3;Current;ESC
28;Bryozoa;0;Current;ESC
28;Hydrozoa;0;Current;ESC
28;Anthozoa;0;Current;ESC
28;NI;0;Current;ESC
29;Algal_turf;23.3;Current;ESC
29;Macroalgae;60;Current;ESC
29;Enc_calcar;0;Current;ESC
29;Sponges;6.7;Current;ESC
29;Milleporids;0;Current;ESC
29;Mass_corals;0;Current;ESC
29;Zoanthids;0;Current;ESC
29;Octocorals;0;Current;ESC
29;Ascidians;0;Current;ESC
29;Polychaeta;3.3;Current;ESC
29;Crinoids;3.3;Current;ESC
29;Urchin;0;Current;ESC
29;Mollusc_shells;3.3;Current;ESC
29;Bryozoa;0;Current;ESC
29;Hydrozoa;0;Current;ESC
29;Anthozoa;0;Current;ESC
29;NI;0;Current;ESC
30;Algal_turf;76.7;Current;ESC
30;Macroalgae;6.7;Current;ESC
30;Enc_calcar;0;Current;ESC
30;Sponges;0;Current;ESC
30;Milleporids;0;Current;ESC
30;Mass_corals;0;Current;ESC
30;Zoanthids;0;Current;ESC
30;Octocorals;16.7;Current;ESC
30;Ascidians;0;Current;ESC
30;Polychaeta;0;Current;ESC
30;Crinoids;0;Current;ESC
30;Urchin;0;Current;ESC
30;Mollusc_shells;0;Current;ESC
30;Bryozoa;0;Current;ESC
30;Hydrozoa;0;Current;ESC
30;Anthozoa;0;Current;ESC
30;NI;0;Current;ESC
31;Algal_turf;53.3;Current;ESC
31;Macroalgae;0;Current;ESC
31;Enc_calcar;0;Current;ESC
31;Sponges;0;Current;ESC
31;Milleporids;0;Current;ESC
31;Mass_corals;0;Current;ESC
31;Zoanthids;0;Current;ESC
31;Octocorals;0;Current;ESC
31;Ascidians;0;Current;ESC
31;Polychaeta;0;Current;ESC
31;Crinoids;3.3;Current;ESC
31;Urchin;0;Current;ESC
31;Mollusc_shells;43.3;Current;ESC
31;Bryozoa;0;Current;ESC
31;Hydrozoa;0;Current;ESC
31;Anthozoa;0;Current;ESC
31;NI;0;Current;ESC
32;Algal_turf;60;Current;ESC
32;Macroalgae;0;Current;ESC
32;Enc_calcar;0;Current;ESC
32;Sponges;3.3;Current;ESC
32;Milleporids;0;Current;ESC
32;Mass_corals;0;Current;ESC
32;Zoanthids;0;Current;ESC
32;Octocorals;20;Current;ESC
32;Ascidians;0;Current;ESC
32;Polychaeta;0;Current;ESC
32;Crinoids;0;Current;ESC
32;Urchin;0;Current;ESC
32;Mollusc_shells;16.7;Current;ESC
32;Bryozoa;0;Current;ESC
32;Hydrozoa;0;Current;ESC
32;Anthozoa;0;Current;ESC
32;NI;0;Current;ESC
33;Algal_turf;56.7;Current;ESC
33;Macroalgae;0;Current;ESC
33;Enc_calcar;36.7;Current;ESC
33;Sponges;3.3;Current;ESC
33;Milleporids;0;Current;ESC
33;Mass_corals;3.3;Current;ESC
33;Zoanthids;0;Current;ESC
33;Octocorals;0;Current;ESC
33;Ascidians;0;Current;ESC
33;Polychaeta;0;Current;ESC
33;Crinoids;0;Current;ESC
33;Urchin;0;Current;ESC
33;Mollusc_shells;0;Current;ESC
33;Bryozoa;0;Current;ESC
33;Hydrozoa;0;Current;ESC
33;Anthozoa;0;Current;ESC
33;NI;0;Current;ESC
34;Algal_turf;50;Current;ESC
34;Macroalgae;20;Current;ESC
34;Enc_calcar;0;Current;ESC
34;Sponges;6.7;Current;ESC
34;Milleporids;0;Current;ESC
34;Mass_corals;3.3;Current;ESC
34;Zoanthids;0;Current;ESC
34;Octocorals;0;Current;ESC
34;Ascidians;0;Current;ESC
34;Polychaeta;0;Current;ESC
34;Crinoids;0;Current;ESC
34;Urchin;0;Current;ESC
34;Mollusc_shells;20;Current;ESC
34;Bryozoa;0;Current;ESC
34;Hydrozoa;0;Current;ESC
34;Anthozoa;0;Current;ESC
34;NI;0;Current;ESC
35;Algal_turf;73.3;Current;ESC
35;Macroalgae;0;Current;ESC
35;Enc_calcar;20;Current;ESC
35;Sponges;0;Current;ESC
35;Milleporids;0;Current;ESC
35;Mass_corals;0;Current;ESC
35;Zoanthids;6.7;Current;ESC
35;Octocorals;0;Current;ESC
35;Ascidians;0;Current;ESC
35;Polychaeta;0;Current;ESC
35;Crinoids;0;Current;ESC
35;Urchin;0;Current;ESC
35;Mollusc_shells;0;Current;ESC
35;Bryozoa;0;Current;ESC
35;Hydrozoa;0;Current;ESC
35;Anthozoa;0;Current;ESC
35;NI;0;Current;ESC
36;Algal_turf;33.3;Current;ESC
36;Macroalgae;53.3;Current;ESC
36;Enc_calcar;0;Current;ESC
36;Sponges;13.3;Current;ESC
36;Milleporids;0;Current;ESC
36;Mass_corals;0;Current;ESC
36;Zoanthids;0;Current;ESC
36;Octocorals;0;Current;ESC
36;Ascidians;0;Current;ESC
36;Polychaeta;0;Current;ESC
36;Crinoids;0;Current;ESC
36;Urchin;0;Current;ESC
36;Mollusc_shells;0;Current;ESC
36;Bryozoa;0;Current;ESC
36;Hydrozoa;0;Current;ESC
36;Anthozoa;0;Current;ESC
36;NI;0;Current;ESC
1;Algal_turf;32.79;Previous;ESC
1;Enc_calcar;27.59;Previous;ESC
1;Octocorals;4.41;Previous;ESC
1;Macroalgae;22.17;Previous;ESC
1;Sponges;8.32;Previous;ESC
1;Milleporids;4.7;Previous;ESC
1;Mass_corals;0;Previous;ESC
1;Zoanthids;0.02;Previous;ESC
2;Algal_turf;30.94;Previous;ESC
2;Enc_calcar;23.48;Previous;ESC
2;Octocorals;1.47;Previous;ESC
2;Macroalgae;18.19;Previous;ESC
2;Sponges;11.94;Previous;ESC
2;Milleporids;13.18;Previous;ESC
2;Mass_corals;0.79;Previous;ESC
2;Zoanthids;0.01;Previous;ESC
3;Algal_turf;72.58;Previous;ESC
3;Enc_calcar;2.47;Previous;ESC
3;Octocorals;12.34;Previous;ESC
3;Macroalgae;0.72;Previous;ESC
3;Sponges;11;Previous;ESC
3;Milleporids;0;Previous;ESC
3;Mass_corals;0.89;Previous;ESC
3;Zoanthids;0;Previous;ESC
4;Algal_turf;75.69;Previous;ESC
4;Enc_calcar;12.96;Previous;ESC
4;Octocorals;4.39;Previous;ESC
4;Macroalgae;0;Previous;ESC
4;Sponges;0;Previous;ESC
4;Milleporids;6.16;Previous;ESC
4;Mass_corals;0.66;Previous;ESC
4;Zoanthids;0.14;Previous;ESC
5;Algal_turf;43.15;Previous;ESC
5;Enc_calcar;0;Previous;ESC
5;Octocorals;7.19;Previous;ESC
5;Macroalgae;37.71;Previous;ESC
5;Sponges;0;Previous;ESC
5;Milleporids;10.77;Previous;ESC
5;Mass_corals;0;Previous;ESC
5;Zoanthids;1.18;Previous;ESC
6;Algal_turf;79.84;Previous;ESC
6;Enc_calcar;0;Previous;ESC
6;Octocorals;9.2;Previous;ESC
6;Macroalgae;2.98;Previous;ESC
6;Sponges;2.84;Previous;ESC
6;Milleporids;0;Previous;ESC
6;Mass_corals;3.79;Previous;ESC
6;Zoanthids;1.35;Previous;ESC
7;Algal_turf;39.08;Previous;ESC
7;Enc_calcar;18.02;Previous;ESC
7;Octocorals;23.91;Previous;ESC
7;Macroalgae;0;Previous;ESC
7;Sponges;18.9;Previous;ESC
7;Milleporids;0;Previous;ESC
7;Mass_corals;0.09;Previous;ESC
7;Zoanthids;0;Previous;ESC
8;Algal_turf;14.68;Previous;ESC
8;Enc_calcar;53.47;Previous;ESC
8;Octocorals;10.67;Previous;ESC
8;Macroalgae;10.76;Previous;ESC
8;Sponges;0;Previous;ESC
8;Milleporids;0;Previous;ESC
8;Mass_corals;2.54;Previous;ESC
8;Zoanthids;7.88;Previous;ESC
9;Algal_turf;32.39;Previous;ESC
9;Enc_calcar;25.01;Previous;ESC
9;Octocorals;21.43;Previous;ESC
9;Macroalgae;9.27;Previous;ESC
9;Sponges;9.47;Previous;ESC
9;Milleporids;0;Previous;ESC
9;Mass_corals;1.14;Previous;ESC
9;Zoanthids;1.29;Previous;ESC
10;Algal_turf;19.19;Previous;ESC
10;Enc_calcar;26.93;Previous;ESC
10;Octocorals;8.84;Previous;ESC
10;Macroalgae;23.19;Previous;ESC
10;Sponges;19.82;Previous;ESC
10;Milleporids;0.43;Previous;ESC
10;Mass_corals;1.23;Previous;ESC
10;Zoanthids;0.37;Previous;ESC
11;Algal_turf;41.22;Previous;ESC
11;Enc_calcar;40.3;Previous;ESC
11;Octocorals;1.31;Previous;ESC
11;Macroalgae;7.21;Previous;ESC
11;Sponges;4.28;Previous;ESC
11;Milleporids;3.04;Previous;ESC
11;Mass_corals;0.89;Previous;ESC
11;Zoanthids;1.75;Previous;ESC
12;Algal_turf;54.17;Previous;ESC
12;Enc_calcar;3.32;Previous;ESC
12;Octocorals;12.78;Previous;ESC
12;Macroalgae;29.6;Previous;ESC
12;Sponges;0;Previous;ESC
12;Milleporids;0;Previous;ESC
12;Mass_corals;0.13;Previous;ESC
12;Zoanthids;0;Previous;ESC
13;Algal_turf;59.52;Previous;ESC
13;Enc_calcar;0;Previous;ESC
13;Octocorals;32.57;Previous;ESC
13;Macroalgae;0;Previous;ESC
13;Sponges;1.41;Previous;ESC
13;Milleporids;5.39;Previous;ESC
13;Mass_corals;1.11;Previous;ESC
13;Zoanthids;0;Previous;ESC
14;Algal_turf;29.03;Previous;ESC
14;Enc_calcar;28.69;Previous;ESC
14;Octocorals;11.58;Previous;ESC
14;Macroalgae;10.35;Previous;ESC
14;Sponges;9.41;Previous;ESC
14;Milleporids;7.27;Previous;ESC
14;Mass_corals;0;Previous;ESC
14;Zoanthids;3.67;Previous;ESC
15;Algal_turf;40.22;Previous;ESC
15;Enc_calcar;0;Previous;ESC
15;Octocorals;19.97;Previous;ESC
15;Macroalgae;5.72;Previous;ESC
15;Sponges;6.84;Previous;ESC
15;Milleporids;24.28;Previous;ESC
15;Mass_corals;2.5;Previous;ESC
15;Zoanthids;0.47;Previous;ESC
16;Algal_turf;69.39;Previous;ESC
16;Enc_calcar;0;Previous;ESC
16;Octocorals;6.41;Previous;ESC
16;Macroalgae;10.27;Previous;ESC
16;Sponges;1.88;Previous;ESC
16;Milleporids;9;Previous;ESC
16;Mass_corals;0;Previous;ESC
16;Zoanthids;3.05;Previous;ESC
17;Algal_turf;47.13;Previous;ESC
17;Enc_calcar;38.28;Previous;ESC
17;Octocorals;0;Previous;ESC
17;Macroalgae;0;Previous;ESC
17;Sponges;4.23;Previous;ESC
17;Milleporids;7;Previous;ESC
17;Mass_corals;3.37;Previous;ESC
17;Zoanthids;-0.01;Previous;ESC
18;Algal_turf;0;Previous;ESC
18;Enc_calcar;19.99;Previous;ESC
18;Octocorals;57.42;Previous;ESC
18;Macroalgae;0;Previous;ESC
18;Sponges;22.59;Previous;ESC
18;Milleporids;0;Previous;ESC
18;Mass_corals;0;Previous;ESC
18;Zoanthids;0;Previous;ESC
19;Algal_turf;41.74;Previous;ESC
19;Enc_calcar;0;Previous;ESC
19;Octocorals;0;Previous;ESC
19;Macroalgae;38.63;Previous;ESC
19;Sponges;18.85;Previous;ESC
19;Milleporids;0;Previous;ESC
19;Mass_corals;0;Previous;ESC
19;Zoanthids;0.78;Previous;ESC
20;Algal_turf;26.96;Previous;ESC
20;Enc_calcar;19.98;Previous;ESC
20;Octocorals;19.45;Previous;ESC
20;Macroalgae;22.8;Previous;ESC
20;Sponges;7.3;Previous;ESC
20;Milleporids;1.11;Previous;ESC
20;Mass_corals;1.51;Previous;ESC
20;Zoanthids;0.89;Previous;ESC
21;Algal_turf;14.64;Previous;ESC
21;Enc_calcar;14.19;Previous;ESC
21;Octocorals;37.48;Previous;ESC
21;Macroalgae;0;Previous;ESC
21;Sponges;23.69;Previous;ESC
21;Milleporids;8.7;Previous;ESC
21;Mass_corals;1.3;Previous;ESC
21;Zoanthids;0;Previous;ESC
22;Algal_turf;49.93;Previous;ESC
22;Enc_calcar;23.3;Previous;ESC
22;Octocorals;0;Previous;ESC
22;Macroalgae;0;Previous;ESC
22;Sponges;22.48;Previous;ESC
22;Milleporids;3.83;Previous;ESC
22;Mass_corals;0;Previous;ESC
22;Zoanthids;0.46;Previous;ESC
23;Algal_turf;20.56;Previous;ESC
23;Enc_calcar;39;Previous;ESC
23;Octocorals;29.54;Previous;ESC
23;Macroalgae;0;Previous;ESC
23;Sponges;10.9;Previous;ESC
23;Milleporids;0;Previous;ESC
23;Mass_corals;0;Previous;ESC
23;Zoanthids;0;Previous;ESC
24;Algal_turf;19.23;Previous;ESC
24;Enc_calcar;5.57;Previous;ESC
24;Octocorals;8.66;Previous;ESC
24;Macroalgae;52.27;Previous;ESC
24;Sponges;0;Previous;ESC
24;Milleporids;12.1;Previous;ESC
24;Mass_corals;0.55;Previous;ESC
24;Zoanthids;1.62;Previous;ESC
25;Algal_turf;21.76;Previous;ESC
25;Enc_calcar;29.78;Previous;ESC
25;Octocorals;0;Previous;ESC
25;Macroalgae;35.29;Previous;ESC
25;Sponges;2.52;Previous;ESC
25;Milleporids;7.95;Previous;ESC
25;Mass_corals;0.35;Previous;ESC
25;Zoanthids;2.35;Previous;ESC
26;Algal_turf;0;Previous;ESC
26;Enc_calcar;44.21;Previous;ESC
26;Octocorals;0;Previous;ESC
26;Macroalgae;21.61;Previous;ESC
26;Sponges;13.63;Previous;ESC
26;Milleporids;20.55;Previous;ESC
26;Mass_corals;0;Previous;ESC
26;Zoanthids;0;Previous;ESC
27;Algal_turf;46.74;Previous;ESC
27;Enc_calcar;18.73;Previous;ESC
27;Octocorals;0;Previous;ESC
27;Macroalgae;17;Previous;ESC
27;Sponges;6.88;Previous;ESC
27;Milleporids;8.08;Previous;ESC
27;Mass_corals;0.35;Previous;ESC
27;Zoanthids;2.22;Previous;ESC
28;Algal_turf;36.38;Previous;ESC
28;Enc_calcar;37.04;Previous;ESC
28;Octocorals;5.63;Previous;ESC
28;Macroalgae;1.44;Previous;ESC
28;Sponges;18.96;Previous;ESC
28;Milleporids;0;Previous;ESC
28;Mass_corals;0.56;Previous;ESC
28;Zoanthids;-0.01;Previous;ESC
29;Algal_turf;13.3;Previous;ESC
29;Enc_calcar;33.5;Previous;ESC
29;Octocorals;0;Previous;ESC
29;Macroalgae;0.49;Previous;ESC
29;Sponges;41.48;Previous;ESC
29;Milleporids;8.89;Previous;ESC
29;Mass_corals;0.8;Previous;ESC
29;Zoanthids;1.54;Previous;ESC
30;Algal_turf;57.02;Previous;ESC
30;Enc_calcar;5.81;Previous;ESC
30;Octocorals;15.48;Previous;ESC
30;Macroalgae;0;Previous;ESC
30;Sponges;20.26;Previous;ESC
30;Milleporids;0.1;Previous;ESC
30;Mass_corals;0;Previous;ESC
30;Zoanthids;1.33;Previous;ESC
31;Algal_turf;34.66;Previous;ESC
31;Enc_calcar;31.37;Previous;ESC
31;Octocorals;23.4;Previous;ESC
31;Macroalgae;0;Previous;ESC
31;Sponges;4.8;Previous;ESC
31;Milleporids;5.03;Previous;ESC
31;Mass_corals;0.73;Previous;ESC
31;Zoanthids;0.01;Previous;ESC
32;Algal_turf;25.77;Previous;ESC
32;Enc_calcar;33.37;Previous;ESC
32;Octocorals;0;Previous;ESC
32;Macroalgae;36.7;Previous;ESC
32;Sponges;0;Previous;ESC
32;Milleporids;2.31;Previous;ESC
32;Mass_corals;1.85;Previous;ESC
32;Zoanthids;0;Previous;ESC
33;Algal_turf;46.15;Previous;ESC
33;Enc_calcar;22.23;Previous;ESC
33;Octocorals;15.12;Previous;ESC
33;Macroalgae;6.96;Previous;ESC
33;Sponges;3.11;Previous;ESC
33;Milleporids;5.2;Previous;ESC
33;Mass_corals;0.77;Previous;ESC
33;Zoanthids;0.46;Previous;ESC
34;Algal_turf;44.52;Previous;ESC
34;Enc_calcar;15.8;Previous;ESC
34;Octocorals;14.55;Previous;ESC
34;Macroalgae;9.42;Previous;ESC
34;Sponges;6.78;Previous;ESC
34;Milleporids;8.07;Previous;ESC
34;Mass_corals;0;Previous;ESC
34;Zoanthids;0.86;Previous;ESC
35;Algal_turf;52.56;Previous;ESC
35;Enc_calcar;0;Previous;ESC
35;Octocorals;13.64;Previous;ESC
35;Macroalgae;13.69;Previous;ESC
35;Sponges;15.38;Previous;ESC
35;Milleporids;2.86;Previous;ESC
35;Mass_corals;0;Previous;ESC
35;Zoanthids;1.87;Previous;ESC
36;Algal_turf;32.43;Previous;ESC
36;Enc_calcar;29.06;Previous;ESC
36;Octocorals;1;Previous;ESC
36;Macroalgae;20.93;Previous;ESC
36;Sponges;10.78;Previous;ESC
36;Milleporids;5.29;Previous;ESC
36;Mass_corals;0.5;Previous;ESC
36;Zoanthids;0.01;Previous;ESC
37;Algal_turf;66.47;Previous;ESC
37;Enc_calcar;0.18;Previous;ESC
37;Octocorals;13.62;Previous;ESC
37;Macroalgae;0;Previous;ESC
37;Sponges;19.73;Previous;ESC
37;Milleporids;0;Previous;ESC
37;Mass_corals;0;Previous;ESC
37;Zoanthids;0;Previous;ESC
38;Algal_turf;30.85;Previous;ESC
38;Enc_calcar;58.91;Previous;ESC
38;Octocorals;7.56;Previous;ESC
38;Macroalgae;0;Previous;ESC
38;Sponges;0;Previous;ESC
38;Milleporids;0;Previous;ESC
38;Mass_corals;0;Previous;ESC
38;Zoanthids;2.68;Previous;ESC
39;Algal_turf;17.12;Previous;ESC
39;Enc_calcar;29.9;Previous;ESC
39;Octocorals;9.72;Previous;ESC
39;Macroalgae;24.88;Previous;ESC
39;Sponges;9.54;Previous;ESC
39;Milleporids;6.62;Previous;ESC
39;Mass_corals;0.87;Previous;ESC
39;Zoanthids;1.35;Previous;ESC
40;Algal_turf;50.47;Previous;ESC
40;Enc_calcar;16.22;Previous;ESC
40;Octocorals;14.1;Previous;ESC
40;Macroalgae;1.93;Previous;ESC
40;Sponges;6;Previous;ESC
40;Milleporids;9.26;Previous;ESC
40;Mass_corals;0;Previous;ESC
40;Zoanthids;2.02;Previous;ESC
41;Algal_turf;38.91;Previous;ESC
41;Enc_calcar;0;Previous;ESC
41;Octocorals;39.6;Previous;ESC
41;Macroalgae;0;Previous;ESC
41;Sponges;18.32;Previous;ESC
41;Milleporids;0;Previous;ESC
41;Mass_corals;0;Previous;ESC
41;Zoanthids;3.17;Previous;ESC
42;Algal_turf;60.62;Previous;ESC
42;Enc_calcar;0;Previous;ESC
42;Octocorals;14.74;Previous;ESC
42;Macroalgae;0;Previous;ESC
42;Sponges;16.35;Previous;ESC
42;Milleporids;0;Previous;ESC
42;Mass_corals;4.37;Previous;ESC
42;Zoanthids;3.92;Previous;ESC
43;Algal_turf;11.01;Previous;ESC
43;Enc_calcar;32.85;Previous;ESC
43;Octocorals;33.93;Previous;ESC
43;Macroalgae;0;Previous;ESC
43;Sponges;19.22;Previous;ESC
43;Milleporids;2.99;Previous;ESC
43;Mass_corals;0;Previous;ESC
43;Zoanthids;0;Previous;ESC
44;Algal_turf;74.72;Previous;ESC
44;Enc_calcar;7.38;Previous;ESC
44;Octocorals;1.06;Previous;ESC
44;Macroalgae;0;Previous;ESC
44;Sponges;6.88;Previous;ESC
44;Milleporids;6.64;Previous;ESC
44;Mass_corals;1.24;Previous;ESC
44;Zoanthids;2.08;Previous;ESC
45;Algal_turf;67.99;Previous;ESC
45;Enc_calcar;6.5;Previous;ESC
45;Octocorals;0;Previous;ESC
45;Macroalgae;22.96;Previous;ESC
45;Sponges;0;Previous;ESC
45;Milleporids;2.55;Previous;ESC
45;Mass_corals;0;Previous;ESC
45;Zoanthids;0;Previous;ESC
46;Algal_turf;9.64;Previous;ESC
46;Enc_calcar;0;Previous;ESC
46;Octocorals;39.75;Previous;ESC
46;Macroalgae;29.63;Previous;ESC
46;Sponges;14.29;Previous;ESC
46;Milleporids;6.04;Previous;ESC
46;Mass_corals;0;Previous;ESC
46;Zoanthids;0.65;Previous;ESC
47;Algal_turf;29.55;Previous;ESC
47;Enc_calcar;14.66;Previous;ESC
47;Octocorals;7.95;Previous;ESC
47;Macroalgae;25.77;Previous;ESC
47;Sponges;12.74;Previous;ESC
47;Milleporids;9.02;Previous;ESC
47;Mass_corals;0.31;Previous;ESC
47;Zoanthids;0;Previous;ESC
48;Algal_turf;41.59;Previous;ESC
48;Enc_calcar;0;Previous;ESC
48;Octocorals;22.96;Previous;ESC
48;Macroalgae;4.19;Previous;ESC
48;Sponges;8.3;Previous;ESC
48;Milleporids;19.79;Previous;ESC
48;Mass_corals;0;Previous;ESC
48;Zoanthids;3.17;Previous;ESC
49;Algal_turf;57.45;Previous;ESC
49;Enc_calcar;0;Previous;ESC
49;Octocorals;18.23;Previous;ESC
49;Macroalgae;11.44;Previous;ESC
49;Sponges;9.42;Previous;ESC
49;Milleporids;3.46;Previous;ESC
49;Mass_corals;0;Previous;ESC
49;Zoanthids;0;Previous;ESC
50;Algal_turf;57.54;Previous;ESC
50;Enc_calcar;9;Previous;ESC
50;Octocorals;11.07;Previous;ESC
50;Macroalgae;0;Previous;ESC
50;Sponges;15.21;Previous;ESC
50;Milleporids;4.5;Previous;ESC
50;Mass_corals;0.56;Previous;ESC
50;Zoanthids;2.12;Previous;ESC
51;Algal_turf;39.86;Previous;ESC
51;Enc_calcar;34.34;Previous;ESC
51;Octocorals;15.24;Previous;ESC
51;Macroalgae;0;Previous;ESC
51;Sponges;9.41;Previous;ESC
51;Milleporids;0;Previous;ESC
51;Mass_corals;1.15;Previous;ESC
51;Zoanthids;0;Previous;ESC
52;Algal_turf;33.7;Previous;ESC
52;Enc_calcar;0.69;Previous;ESC
52;Octocorals;13.93;Previous;ESC
52;Macroalgae;25.49;Previous;ESC
52;Sponges;22.87;Previous;ESC
52;Milleporids;3.32;Previous;ESC
52;Mass_corals;0;Previous;ESC
52;Zoanthids;0;Previous;ESC
53;Algal_turf;43.29;Previous;ESC
53;Enc_calcar;35.48;Previous;ESC
53;Octocorals;11.24;Previous;ESC
53;Macroalgae;0;Previous;ESC
53;Sponges;6.8;Previous;ESC
53;Milleporids;0;Previous;ESC
53;Mass_corals;0;Previous;ESC
53;Zoanthids;3.19;Previous;ESC
54;Algal_turf;48.56;Previous;ESC
54;Enc_calcar;0;Previous;ESC
54;Octocorals;8.44;Previous;ESC
54;Macroalgae;34.13;Previous;ESC
54;Sponges;6.72;Previous;ESC
54;Milleporids;0;Previous;ESC
54;Mass_corals;0.95;Previous;ESC
54;Zoanthids;1.2;Previous;ESC
55;Algal_turf;35.29;Previous;ESC
55;Enc_calcar;14.9;Previous;ESC
55;Octocorals;12.38;Previous;ESC
55;Macroalgae;8.98;Previous;ESC
55;Sponges;22.1;Previous;ESC
55;Milleporids;2.26;Previous;ESC
55;Mass_corals;0;Previous;ESC
55;Zoanthids;4.09;Previous;ESC
56;Algal_turf;41.7;Previous;ESC
56;Enc_calcar;15.63;Previous;ESC
56;Octocorals;18.34;Previous;ESC
56;Macroalgae;8.08;Previous;ESC
56;Sponges;10.67;Previous;ESC
56;Milleporids;4.97;Previous;ESC
56;Mass_corals;0.38;Previous;ESC
56;Zoanthids;0.23;Previous;ESC
57;Algal_turf;0.62;Previous;ESC
57;Enc_calcar;44.36;Previous;ESC
57;Octocorals;8.54;Previous;ESC
57;Macroalgae;0;Previous;ESC
57;Sponges;39.44;Previous;ESC
57;Milleporids;0;Previous;ESC
57;Mass_corals;2.04;Previous;ESC
57;Zoanthids;5;Previous;ESC
58;Algal_turf;66.5;Previous;ESC
58;Enc_calcar;22.61;Previous;ESC
58;Octocorals;1.05;Previous;ESC
58;Macroalgae;0;Previous;ESC
58;Sponges;2.6;Previous;ESC
58;Milleporids;0.84;Previous;ESC
58;Mass_corals;0.95;Previous;ESC
58;Zoanthids;5.45;Previous;ESC
59;Algal_turf;47;Previous;ESC
59;Enc_calcar;0;Previous;ESC
59;Octocorals;13.88;Previous;ESC
59;Macroalgae;0;Previous;ESC
59;Sponges;33.35;Previous;ESC
59;Milleporids;4.33;Previous;ESC
59;Mass_corals;1.44;Previous;ESC
59;Zoanthids;0;Previous;ESC
